Year,S&P Composite,Dividend,Earnings,CPI,Long Interest Rate,Real Price,Real Dividend,Real Earnings,Cyclically Adjusted PE Ratio
1946-03-31,17.53,0.68,0.9,18.3,2.2,245.40203893443,9.5193032786885,12.599077868852,15.134873415143
1946-02-28,18.07,0.673333,0.92,18.1,2.195,255.75664019337,9.5301264975829,13.021367403315,15.761666525802
1946-01-31,18.02,0.666667,0.94,18.2,2.19,253.64758928571,9.3839332633929,13.231339285714,15.623163177762
1945-12-31,17.33,0.66,0.96,18.2,2.205,243.93522321429,9.2900892857143,13.512857142857,15.02034747474
1945-11-30,17.04,0.66,0.97,18.1,2.22,241.17837016575,9.3414157458563,13.729050414365,14.847702661877
1945-10-31,16.5,0.66,0.98,18.1,2.235,233.53539364641,9.3414157458563,13.870587016575,14.374662675391
1945-09-30,15.84,0.66,0.99,18.1,2.25,224.19397790055,9.3414157458563,14.012123618785,13.79826495172
1945-08-31,14.83,0.656667,0.993333,18.1,2.265,209.89878107735,9.2942415963398,14.059297768301,12.915378562257
1945-07-31,14.78,0.653333,0.996667,18.1,2.28,209.1910980663,9.247053293163,14.106486071478,12.867028443009
1945-06-30,15.09,0.65,1.0,18.1,2.295,213.57873273481,9.1998791436464,14.153660220994,13.130223361406
1945-05-31,14.82,0.65,0.986667,17.9,2.31,212.10090083799,9.3026710893855,14.120982424232,13.036560628785
1945-04-30,14.28,0.65,0.973333,17.8,2.325,205.52068820225,9.3549332865168,14.008408123947,12.631867236563
1945-03-31,13.93,0.65,0.96,17.8,2.34,200.48341643258,9.3549332865168,13.816516853933,12.323310311389
1945-02-28,13.94,0.646667,0.95,17.8,2.355,200.62733848315,9.3069640670646,13.672594803371,12.341753548186
1945-01-31,13.49,0.643333,0.94,17.8,2.37,194.15084620787,9.2589804554073,13.528672752809,11.960463439807
1944-12-31,13.1,0.64,0.93,17.8,2.3791666666667,188.53788623595,9.2110112359551,13.384750702247,11.638683593355
1944-11-30,12.82,0.64,0.92,17.7,2.3883333333333,185.55048728814,9.2630508474576,13.31563559322,11.478459198055
1944-10-31,12.91,0.64,0.91,17.7,2.3975,186.85310381356,9.2630508474576,13.170900423729,11.583105186279
1944-09-30,12.6,0.64,0.9,17.7,2.4066666666667,182.36631355932,9.2630508474576,13.026165254237,11.328560584696
1944-08-31,12.81,0.636667,0.906667,17.7,2.4158333333333,185.40575211864,9.2148106154661,13.122660191737,11.541711674209
1944-07-31,13.0,0.633333,0.913333,17.7,2.425,188.15572033898,9.1665559099576,13.21914065572,11.738774750181
1944-06-30,12.67,0.63,0.92,17.6,2.4341666666667,184.42138849432,9.1701242897727,13.391292613636,11.532785272533
1944-05-31,12.1,0.626667,0.923333,17.5,2.4433333333333,177.13103571429,9.1737334510714,13.516605834643,11.103736936793
1944-04-30,11.89,0.623333,0.926667,17.5,2.4525,174.05686071429,9.1249272632143,13.5654120225,10.938275188239
1944-03-31,12.1,0.62,0.93,17.4,2.4616666666667,178.14903017241,9.1282974137931,13.69244612069,11.224693196181
1944-02-29,11.77,0.616667,0.933333,17.4,2.4708333333333,173.29042025862,9.0792254536638,13.741518080819,10.947918887725
1944-01-31,11.85,0.613333,0.936667,17.4,2.48,174.46826508621,9.0301387704741,13.790604764009,11.052412763977
1943-12-31,11.48,0.61,0.94,17.4,2.4791666666667,169.02073275862,8.9810668103448,13.839676724138,10.737360316041
1943-11-30,11.33,0.606667,0.986667,17.4,2.4783333333333,166.8122737069,8.9319948502155,14.52675778125,10.631033673001
1943-10-31,11.88,0.603333,1.03333,17.4,2.4775,174.90995689655,8.8829081670259,15.213779946121,11.187335503326
1943-09-30,11.99,0.6,1.08,17.4,2.4766666666667,176.52949353448,8.8338362068965,15.900905172414,11.33628193961
1943-08-31,11.74,0.596667,1.08667,17.3,2.4758333333333,173.84785404624,8.8355432308526,16.09158837789,11.210545904159
1943-07-31,12.35,0.593333,1.09333,17.4,2.475,181.82979525862,8.7356775635776,16.09716356681,11.774213341782
1943-06-30,12.1,0.59,1.1,17.5,2.4741666666667,177.13103571429,8.6369678571429,16.102821428571,11.516744786451
1943-05-31,11.89,0.59,1.09,17.5,2.4733333333333,174.05686071429,8.6369678571429,15.956432142857,11.362215800614
1943-04-30,11.44,0.59,1.08,17.4,2.4725,168.43181034483,8.6866056034483,15.900905172414,11.03922714294
1943-03-31,11.07,0.59,1.07,17.2,2.4716666666667,164.8794440407,8.7876126453488,15.936856831395,10.850541744037
1943-02-28,10.69,0.59,1.05667,16.9,2.4708333333333,162.04600961538,8.9436057692308,16.017694759615,10.708982995221
1943-01-31,10.09,0.59,1.04333,16.9,2.47,152.95081730769,8.9436057692308,15.815478317308,10.150534220432
1942-12-31,9.52,0.59,1.03,16.9,2.4691666666667,144.31038461538,8.9436057692308,15.613413461538,9.6175141032832
1942-11-30,9.47,0.6,1.0,16.8,2.4683333333333,144.40693080357,9.1493303571429,15.248883928571,9.6613341521717
1942-10-31,9.32,0.61,0.97,16.7,2.4675,142.97061377246,9.3575187125748,14.879988772455,9.599176749353
1942-09-30,8.68,0.62,0.94,16.5,2.4666666666667,134.76686363636,9.6262045454545,14.594568181818,9.0778298393715
1942-08-31,8.59,0.633333,0.953333,16.5,2.4658333333333,133.36951136364,9.8332145215909,14.801578157955,9.0128230475643
1942-07-31,8.64,0.646667,0.966667,16.4,2.465,134.9637804878,10.101460999619,15.100119536204,9.1504889009947
1942-06-30,8.33,0.66,0.98,16.3,2.4641666666667,130.91962039877,10.372983128834,15.402308282209,8.9054569285181
1942-05-31,7.93,0.67,1.0,16.3,2.4633333333333,124.63296395706,10.530149539877,15.716641104294,8.5061162596961
1942-04-30,7.84,0.68,1.02,16.1,2.4625,124.74913043478,10.820077639752,16.230116459627,8.5442557075883
1942-03-31,8.18,0.69,1.04,16.0,2.4616666666667,130.9726640625,11.04781640625,16.65178125,9.003426617761
1942-02-28,8.65,0.696667,1.08,15.8,2.4608333333333,140.25112737342,11.295760942642,17.511123417722,9.6802555917494
1942-01-31,8.93,0.703333,1.12,15.7,2.46,145.71328423567,11.476479433519,18.275350318471,10.101686431929
1941-12-31,8.76,0.71,1.16,15.5,2.4175,144.78372580645,11.734754032258,19.172274193548,10.086593309918
1941-11-30,9.37,0.706667,1.17,15.4,2.375,155.87131899351,11.755508791802,19.463120941558,10.911668685917
1941-10-31,9.83,0.703333,1.18,15.3,2.3325,164.59226715686,11.77651811152,19.757769607843,11.577814956574
1941-09-30,10.24,0.7,1.19,15.1,2.29,173.72821192053,11.875951986755,20.189118377483,12.279729272093
1941-08-31,10.21,0.696667,1.15667,14.9,2.2475,175.54433305369,11.978055227768,19.887058150168,12.463173720388
1941-07-31,10.26,0.693333,1.12333,14.7,2.205,178.80405612245,12.082919360969,19.57660432398,12.74499627792
1941-06-30,9.76,0.69,1.09,14.7,2.1625,170.09040816327,12.024834183673,18.99575255102,12.164306590628
1941-05-31,9.43,0.686667,1.08,14.4,2.12,167.76313802083,12.216056277344,19.21359375,12.037206512482
1941-04-30,9.64,0.683333,1.07,14.3,2.0775,172.69840909091,12.241755392045,19.168806818182,12.429370389221
1941-03-31,9.95,0.68,1.06,14.2,2.035,179.50728433099,12.267834507042,19.123389084507,12.955719822063
1941-02-28,9.89,0.676667,1.05667,14.1,1.9925,179.69025265957,12.294283538564,19.198513577128,13.002943303402
1941-01-31,10.55,0.673333,1.05333,14.1,1.95,191.68171542553,12.233708482713,19.137829507979,13.904158267951
1940-12-31,10.53,0.67,1.05,14.1,1.9716666666667,191.31833776596,12.173151595745,19.07732712766,13.908426122354
1940-11-30,10.98,0.67,1.06,14.0,1.9933333333333,200.91929464286,12.260102678571,19.396580357143,14.636689248764
1940-10-31,10.73,0.67,1.07,14.0,2.015,196.34462946429,12.260102678571,19.579566964286,14.328290323105
1940-09-30,10.63,0.67,1.08,14.0,2.0366666666667,194.51476339286,12.260102678571,19.762553571429,14.214842598621
1940-08-31,10.2,0.663333,1.06667,14.0,2.0583333333333,186.64633928571,12.138105507589,19.518632424107,13.649399392392
1940-07-31,9.99,0.656667,1.05333,14.0,2.08,182.80362053571,12.016126635268,19.274528290179,13.36988476321
1940-06-30,9.67,0.65,1.04,14.1,2.1016666666667,175.69309840426,11.80977393617,18.895638297872,12.843765598269
1940-05-31,10.58,0.643333,1.02333,14.0,2.1233333333333,193.59983035714,11.772132293304,18.72556846875,14.138747694801
1940-04-30,12.27,0.636667,1.00667,14.0,2.145,224.52456696429,11.650153420982,18.42071278125,16.370988707129
1940-03-31,12.15,0.63,0.99,14.0,2.1666666666667,222.32872767857,11.52815625,18.115674107143,16.172906305308
1940-02-29,12.22,0.626667,0.96,14.0,2.1883333333333,223.60963392857,11.467166813839,17.566714285714,16.216119847731
1940-01-31,12.3,0.623333,0.93,13.9,2.21,226.69276079137,11.488217777428,17.140184352518,16.378480342614
1939-12-31,12.37,0.62,0.9,14.0,2.2225,226.35443303571,11.345169642857,16.468794642857,16.280412901284
1939-11-30,12.67,0.6,0.87,14.0,2.235,231.84403125,10.979196428571,15.919834821429,16.599238509947
1939-10-31,12.9,0.58,0.84,14.0,2.2475,236.05272321429,10.613223214286,15.370875,16.821204806266
1939-09-30,12.77,0.56,0.81,14.1,2.26,232.0166356383,10.174574468085,14.716795212766,16.452835577061
1939-08-31,11.54,0.55,0.793333,13.8,2.2725,214.22692934783,10.210122282609,14.727321710598,15.120082343334
1939-07-31,11.71,0.54,0.776667,13.8,2.285,217.38278532609,10.024483695652,14.417936441576,15.27095259857
1939-06-30,11.43,0.53,0.76,13.8,2.2975,212.1849048913,9.8388451086956,14.108532608696,14.83382892149
1939-05-31,11.23,0.526667,0.743333,13.8,2.31,208.47213315217,9.776971767663,13.799128775815,14.502929499658
1939-04-30,10.83,0.523333,0.726667,13.8,2.3225,201.04658967391,9.7150798627717,13.489743506793,13.916994579812
1939-03-31,12.39,0.52,0.71,13.9,2.335,228.35148830935,9.5837589928058,13.085517086331,15.729223743214
1939-02-28,12.4,0.516667,0.686667,13.9,2.3475,228.53579136691,9.522330783723,12.65548276214,15.664696928955
1939-01-31,12.5,0.513333,0.663333,14.0,2.36,228.73325892857,9.3933064004464,12.138105507589,15.599634410919
1938-12-31,12.69,0.51,0.64,14.0,2.3766666666667,232.21000446429,9.3323169642857,11.711142857143,15.756484438994
1938-11-30,13.07,0.56,0.633333,14.0,2.3933333333333,239.16349553571,10.24725,11.589145686161,16.149571800716
1938-10-31,13.06,0.61,0.626667,14.0,2.41,238.98050892857,11.162183035714,11.467166813839,16.061147643333
1938-09-30,11.75,0.66,0.62,14.1,2.4266666666667,213.484375,11.991462765957,11.264707446809,14.28233050864
1938-08-31,12.31,0.686667,0.67,14.1,2.4433333333333,223.65894946808,12.475972368351,12.173151595745,14.903588512604
1938-07-31,12.24,0.713333,0.72,14.1,2.46,222.38712765957,12.960463801862,13.081595744681,14.770328017492
1938-06-30,10.21,0.74,0.77,14.1,2.4766666666667,185.50429521277,13.444973404255,13.990039893617,12.288966307788
1938-05-31,9.98,0.753333,0.836667,14.1,2.4933333333333,181.32545212766,13.687219121011,15.20130481516,11.992275930546
1938-04-30,9.89,0.766667,0.903333,14.2,2.51,178.42482834507,13.831388055898,16.29697021875,11.789517720684
1938-03-31,10.31,0.78,0.97,14.1,2.5266666666667,187.32118351064,14.171728723404,17.623816489362,12.377286234698
1938-02-28,11.04,0.786667,1.02333,14.1,2.5433333333333,200.58446808511,14.292860666223,18.592763018617,13.263076236461
1938-01-31,11.31,0.793333,1.07667,14.2,2.56,204.04295334507,14.312467577905,19.424131439261,13.511461918562
1937-12-31,11.02,0.8,1.13,14.4,2.57,196.04981770833,14.232291666667,20.103111979167,13.008483033706
1937-11-30,11.2,0.79,1.16,14.5,2.58,197.87793103448,13.957461206897,20.4945,13.158119166486
1937-10-31,12.28,0.78,1.19,14.6,2.59,215.47299657534,13.686395547945,20.880526541096,14.361659574753
1937-09-30,14.37,0.77,1.22,14.6,2.6,252.14551797945,13.510928938356,21.406926369863,16.847882862706
1937-08-31,16.74,0.793333,1.20333,14.5,2.61,295.7568362069,14.016347559052,21.26004024569,19.806982577381
1937-07-31,16.57,0.816667,1.18667,14.5,2.62,292.75333189655,14.428605027155,20.965696823276,19.646723279608
1937-06-30,15.64,0.84,1.17,14.4,2.63,278.24130208333,14.94390625,20.8147265625,18.711659960365
1937-05-31,16.25,0.81,1.15,14.4,2.64,289.09342447917,14.4101953125,20.458919270833,19.474174686572
1937-04-30,17.01,0.78,1.13,14.3,2.65,304.73028409091,13.973522727273,20.243693181818,20.556579457433
1937-03-31,18.09,0.75,1.11,14.2,2.66,326.36047975352,13.530699823944,20.025435739437,22.042197016051
1937-02-28,18.11,0.74,1.08,14.1,2.67,329.03847074468,13.444973404255,19.622393617021,22.244221552805
1937-01-31,17.59,0.73,1.05,14.1,2.68,319.59065159574,13.263284574468,19.07732712766,21.618741582954
1936-12-31,17.06,0.72,1.02,14.0,2.6775,312.17515178571,13.175035714286,18.664633928571,21.125663548155
1936-11-30,17.36,0.683333,0.993333,14.0,2.675,317.66475,12.504078721875,18.176663543304,21.499765341024
1936-10-31,16.89,0.646667,0.966667,14.0,2.6725,309.06437946429,11.833140028125,17.688711456696,20.913091852533
1936-09-30,16.05,0.61,0.94,14.0,2.67,293.69350446429,11.162183035714,17.200741071429,19.862024243288
1936-08-31,15.87,0.59,0.92,14.0,2.6675,290.39974553571,10.796209821429,16.834767857143,19.623060162984
1936-07-31,15.56,0.57,0.9,13.9,2.665,286.77555755396,10.505274280576,16.587275179856,19.360464512319
1936-06-30,14.69,0.55,0.88,13.8,2.6625,272.70308423913,10.210122282609,16.336195652174,18.393001065831
1936-05-31,14.09,0.533333,0.85,13.7,2.66,263.47400091241,9.9729864676095,15.894457116788,17.750192519329
1936-04-30,14.88,0.516667,0.82,13.7,2.6575,278.24649635036,9.6613429119526,15.333476277372,18.718999665151
1936-03-31,14.86,0.5,0.79,13.7,2.655,277.87250912409,9.3496806569343,14.772495437956,18.660478203926
1936-02-29,14.55,0.49,0.78,13.8,2.6525,270.10414402174,9.0962907608696,14.479809782609,18.104536459518
1936-01-31,13.76,0.48,0.77,13.8,2.65,255.43869565217,8.910652173913,14.294171195652,17.087359845997
1935-12-31,13.04,0.47,0.76,13.8,2.6616666666667,242.0727173913,8.7250135869565,14.108532608696,16.159192714615
1935-11-30,13.04,0.46,0.76,13.8,2.6733333333333,242.0727173913,8.539375,14.108532608696,16.129605163251
1935-10-31,11.92,0.45,0.76,13.7,2.685,222.89638686131,8.4147125912409,14.21151459854,14.826232627114
1935-09-30,11.61,0.44,0.76,13.7,2.6966666666667,217.09958485401,8.2277189781022,14.21151459854,14.418891702707
1935-08-31,11.37,0.44,0.776667,13.7,2.7083333333333,212.61173813869,8.2277189781022,14.523176853558,14.105056846669
1935-07-31,10.65,0.44,0.793333,13.7,2.72,199.1481979927,8.2277189781022,14.834820409215,13.202137936511
1935-06-30,10.12,0.44,0.81,13.7,2.7316666666667,189.23753649635,8.2277189781022,15.146482664234,12.539519324444
1935-05-31,9.75,0.443333,0.783333,13.8,2.7433333333333,180.99762228261,8.2299711671196,14.541683123641,11.98557668348
1935-04-30,9.04,0.446667,0.756667,13.8,2.755,167.8172826087,8.2918630720109,14.046659267663,11.10421020715
1935-03-31,8.41,0.45,0.73,13.7,2.7666666666667,157.26162864963,8.4147125912409,13.650533759124,10.39827240479
1935-02-28,8.98,0.45,0.65,13.7,2.7783333333333,167.92026459854,8.4147125912409,12.154584854015,11.087812159056
1935-01-31,9.26,0.45,0.57,13.6,2.79,174.42929227941,8.4765854779412,10.737008272059,11.495907968202
1934-12-31,9.26,0.45,0.49,13.4,2.8175,177.03271455224,8.6031016791045,9.3678218283582,11.639337566476
1934-11-30,9.2,0.4492,0.4858,13.5,2.845,174.58277777778,8.5241938888889,9.2187297222222,11.448808690206
1934-10-31,8.95,0.4483,0.4817,13.5,2.8725,169.83868055556,8.5071151388889,9.1409265277778,11.108352605352
1934-09-30,8.88,0.4475,0.4775,13.6,2.9,167.27128676471,8.4294933363971,8.9945990349265,10.909954083289
1934-08-31,9.1,0.4467,0.4733,13.4,2.9275,173.97383395522,8.540012266791,9.0485511660448,11.315025981829
1934-07-31,9.47,0.4458,0.4692,13.4,2.955,181.04749533582,8.5228060634328,8.9701673507463,11.741524229318
1934-06-30,9.94,0.445,0.465,13.4,2.9825,190.03295708955,8.5075116604478,8.8898717350746,12.287726483952
1934-05-31,9.81,0.4442,0.4608,13.3,3.01,188.95774906015,8.5560685150376,8.8758135338346,12.181583235024
1934-04-30,10.92,0.4433,0.4567,13.3,3.0375,210.33828947368,8.5387329417293,8.7968403665413,13.51838928449
1934-03-31,10.74,0.4425,0.4525,13.3,3.065,206.87117481203,8.5233235432331,8.7159410244361,13.25453762974
1934-02-28,11.32,0.4417,0.4483,13.3,3.0925,218.0429887218,8.5079141447368,8.6350416823308,13.926922904274
1934-01-31,10.54,0.4408,0.4442,13.2,3.12,204.55684659091,8.5549011363636,8.6208872159091,13.025119828332
1933-12-31,9.97,0.44,0.44,13.2,3.1358333333333,193.49447443182,8.539375,8.539375,12.281801622601
1933-11-30,9.78,0.445,0.4375,13.2,3.1516666666667,189.80701704545,8.6364133522727,8.4908558238636,12.01176619339
1933-10-31,9.55,0.45,0.435,13.2,3.1675,185.34325284091,8.7334517045455,8.4423366477273,11.696253568144
1933-09-30,10.58,0.455,0.4325,13.2,3.1833333333333,205.33315340909,8.8304900568182,8.3938174715909,12.922920614886
1933-08-31,10.67,0.46,0.43,13.2,3.1991666666667,207.07984375,8.9275284090909,8.3452982954545,12.999527050368
1933-07-31,11.23,0.465,0.4275,13.1,3.215,219.61186545802,9.0934565839695,8.3601133110687,13.754304493875
1933-06-30,10.39,0.47,0.425,12.7,3.2308333333333,209.58450295276,9.4807234251968,8.5729945866142,13.09887551727
1933-05-31,8.87,0.475,0.4225,12.6,3.2466666666667,180.3434672619,9.6576264880952,8.5902046130952,11.249651251932
1933-04-30,6.89,0.48,0.42,12.6,3.2625,140.08641369048,9.7592857142857,8.539375,8.7231016460681
1933-03-31,6.23,0.485,0.4175,12.6,3.2783333333333,126.66739583333,9.8609449404762,8.4885453869048,7.8746813229432
1933-02-28,6.25,0.49,0.415,12.7,3.2941666666667,126.07344980315,9.8841584645669,8.3712770669291,7.8260517513166
1933-01-31,7.09,0.495,0.4125,12.9,3.31,140.80039244186,9.8302107558139,8.1918422965116,8.7280461628135
1932-12-31,6.82,0.5,0.41,13.1,3.3408333333333,133.37069656489,9.7779103053435,8.0178864503817,8.2570739991007
1932-11-30,7.05,0.5267,0.4267,13.2,3.3716666666667,136.82407670455,10.222020028409,8.2812529829545,8.4633095671229
1932-10-31,7.12,0.5533,0.4433,13.3,3.4025,137.14364661654,10.657525234962,8.5387329417293,8.4786066076891
1932-09-30,8.26,0.58,0.46,13.4,3.4333333333333,157.9147108209,11.088442164179,8.7942817164179,9.7611685640637
1932-08-31,7.53,0.6067,0.4767,13.5,3.4641666666667,142.89220833333,11.512975138889,9.0460445833333,8.8346532051812
1932-07-31,5.01,0.6333,0.4933,13.6,3.495,94.372651654412,11.929381295956,9.2922213694853,5.8387636718512
1932-06-30,4.77,0.66,0.51,13.6,3.5258333333333,89.851806066176,12.432325367647,9.606796875,5.565059371529
1932-05-31,5.51,0.6867,0.5267,13.7,3.5566666666667,103.03348083942,12.840851414234,9.8489536040146,6.3908572898814
1932-04-30,6.28,0.7133,0.5433,13.9,3.5875,115.74232014388,13.146337095324,10.013185116906,7.1922331961155
1932-03-31,8.26,0.74,0.56,14.0,3.6183333333333,151.1469375,13.541008928571,10.24725,9.4130650280122
1932-02-29,8.23,0.7667,0.5767,14.1,3.6491666666667,149.52990691489,13.930082579787,10.47799481383,9.3369322510084
1932-01-31,8.3,0.7933,0.5933,14.3,3.68,148.69261363636,14.211789204545,10.628834659091,9.3124064551778
1931-12-31,8.44,0.82,0.61,14.6,3.6516666666667,148.09381849315,14.388261986301,10.703463184932,9.3060328679683
1931-11-30,10.39,0.8333,0.64,14.7,3.6233333333333,181.06960459184,14.522165688776,11.153469387755,11.415600295645
1931-10-31,10.25,0.8467,0.67,14.9,3.595,176.23206795302,14.557628481544,11.519559563758,11.145926407661
1931-09-30,11.83,0.86,0.7,15.0,3.5666666666667,202.0416125,14.687725,11.955125,12.817745261107
1931-08-31,13.9,0.8733,0.73,15.1,3.5383333333333,235.82247516556,14.816098385762,12.384921357616,15.006276602887
1931-07-31,14.33,0.8867,0.76,15.1,3.51,243.11770281457,15.043438038079,12.893890728477,15.516750095516
1931-06-30,13.87,0.9,0.79,15.1,3.4816666666667,235.3135057947,15.269081125828,13.402860099338,15.062476074643
1931-05-31,14.33,0.9133,0.82,15.3,3.4533333333333,239.93969362745,15.29217879902,13.729975490196,15.40153999911
1931-04-30,15.86,0.9267,0.85,15.5,3.425,262.13126612903,15.316333185484,14.048649193548,16.87231533161
1931-03-31,17.53,0.94,0.88,15.6,3.3966666666667,287.87546875,15.4365625,14.45125,18.579561032791
1931-02-28,17.2,0.9533,0.91,15.7,3.3683333333333,280.6571656051,15.555260230892,14.848722133758,18.161492436976
1931-01-31,15.98,0.9667,0.94,15.9,3.34,257.47021226415,15.575497759434,15.145306603774,16.705478731548
1930-12-31,15.51,0.98,0.97,16.1,3.3358333333333,246.79324145963,15.593641304348,15.434522515528,16.055001856531
1930-11-30,16.62,0.9792,1.023,16.4,3.3316666666667,259.6178277439,15.295895121951,15.980086509146,16.939711377775
1930-10-31,17.92,0.9783,1.077,16.5,3.3275,278.22836363636,15.189219204545,16.721648863636,18.214870154659
1930-09-30,20.78,0.9775,1.13,16.6,3.3233333333333,320.68954066265,15.085371799699,17.438844126506,21.072581788447
1930-08-31,20.79,0.9767,1.183,16.5,3.3191666666667,322.788375,15.164377386364,18.367419318182,21.300602241118
1930-07-31,21.06,0.9758,1.237,16.6,3.315,325.01067018072,15.059136370482,19.090132906626,21.548797592547
1930-06-30,21.52,0.975,1.29,16.8,3.3108333333333,328.15598214286,14.867661830357,19.671060267857,21.866899333389
1930-05-31,23.94,0.9742,1.343,16.9,3.3066666666667,362.89817307692,14.767560576923,20.358072115385,24.309760633908
1930-04-30,25.46,0.9733,1.397,17.0,3.3025,383.66909558824,14.667130036765,21.052070955882,25.843436862018
1930-03-31,23.94,0.9725,1.45,16.9,3.2983333333333,362.89817307692,14.741790865385,21.980048076923,24.586607792669
1930-02-28,23.07,0.9717,1.503,17.0,3.2941666666667,347.65302573529,14.643018860294,22.649436397059,23.697117749336
1930-01-31,21.71,0.9708,1.557,17.1,3.29,325.24531798246,14.543903947368,23.325976973684,22.310724294337
1929-12-31,21.4,0.97,1.61,17.2,3.3158333333333,318.73713662791,14.447430959302,23.979756540698,22.007373176418
1929-11-30,20.58,0.96,1.591,17.3,3.3416666666667,304.75203034682,14.215838150289,23.559790101156,21.171036000097
1929-10-31,27.99,0.95,1.572,17.3,3.3675,414.48053106936,14.06775650289,23.278434971098,28.961067164355
1929-09-30,31.3,0.94,1.552,17.3,3.3933333333333,463.49555635838,13.919674855491,22.982271676301,32.563788598777
1929-08-31,30.1,0.93,1.533,17.3,3.4191666666667,445.72575867052,13.771593208092,22.700916546243,31.480313247173
1929-07-31,28.48,0.92,1.514,17.3,3.445,421.73653179191,13.623511560694,22.419561416185,29.933289406842
1929-06-30,26.15,0.91,1.495,17.1,3.4708333333333,391.76255482456,13.633037280702,22.397132675439,27.935467830289
1929-05-31,25.66,0.9,1.476,17.0,3.4966666666667,386.68299264706,13.562536764706,22.242560294118,27.698586875008
1929-04-30,25.28,0.89,1.457,16.9,3.5225,383.21076923077,13.491201923077,22.086158653846,27.568454472898
1929-03-31,25.43,0.88,1.438,17.0,3.5483333333333,383.21701102941,13.261147058824,21.669919852941,27.675748437862
1929-02-28,24.99,0.87,1.418,17.1,3.5741666666667,374.38417763158,13.033782894737,21.243567982456,27.131672798247
1929-01-31,24.86,0.86,1.399,17.1,3.6,372.43660087719,12.883969298246,20.958922149123,27.083199620833
1928-12-31,23.15,0.85,1.38,17.1,3.5775,346.81847587719,12.734155701754,20.674276315789,25.301591027426
1928-11-30,23.06,0.8433,1.357,17.2,3.555,343.46160610465,12.56032837936,20.211509084302,25.12198457111
1928-10-31,21.6,0.8367,1.335,17.2,3.5325,321.71598837209,12.462026271802,19.883835392442,23.578344239585
1928-09-30,21.17,0.83,1.312,17.3,3.51,313.48884754335,12.290776734104,19.428312138728,23.004649446159
1928-08-31,19.78,0.8233,1.29,17.1,3.4875,296.33129385965,12.334153399123,19.325953947368,21.762131502579
1928-07-31,19.16,0.8167,1.268,17.1,3.465,287.04285087719,12.235276425439,18.996364035088,21.081905435297
1928-06-30,19.02,0.81,1.245,17.1,3.4425,284.94546052632,12.134901315789,18.651792763158,20.913421576867
1928-05-31,20.0,0.8033,1.222,17.2,3.42,297.8851744186,11.964558030523,18.200784156977,21.83273217874
1928-04-30,19.4,0.7967,1.2,17.1,3.3975,290.63837719298,11.935649232456,17.977631578947,21.257909249487
1928-03-31,18.25,0.79,1.177,17.1,3.375,273.40981359649,11.835274122807,17.633060307018,19.943417799065
1928-02-29,17.32,0.7833,1.155,17.1,3.3525,259.47714912281,11.734899013158,17.303470394737,18.868850519584
1928-01-31,17.53,0.7767,1.133,17.3,3.33,259.58712789017,11.501501553468,16.777650650289,18.806128571701
1927-12-31,17.46,0.77,1.11,17.3,3.3308333333333,258.55055635838,11.402286849711,16.437062861272,18.646624021403
1927-11-30,17.06,0.7633,1.121,17.3,3.3316666666667,252.62729046243,11.303072145954,16.59995267341,18.131301434952
1927-10-31,16.68,0.7567,1.132,17.4,3.3325,245.58064655172,11.140939762931,16.666504310345,17.537237852261
1927-09-30,16.94,0.75,1.143,17.3,3.3333333333333,250.85031069364,11.106123554913,16.925732297688,17.818723713516
1927-08-31,16.03,0.7433,1.153,17.2,3.3341666666667,238.75496729651,11.070902507267,17.173080305233,16.862861852764
1927-07-31,15.22,0.7367,1.164,17.3,3.335,225.38026734104,10.909174963873,17.236703757225,15.820802594478
1927-06-30,14.89,0.73,1.175,17.6,3.3358333333333,216.73515980114,10.625699573864,17.103009588068,15.120333481748
1927-05-31,14.7,0.7233,1.186,17.4,3.3366666666667,216.42898706897,10.649189547414,17.461549568966,15.002347055737
1927-04-30,14.21,0.7167,1.197,17.3,3.3375,210.42402095376,10.613011669075,17.725373193642,14.488222209157
1927-03-31,13.87,0.71,1.208,17.3,3.3383333333333,205.3892449422,10.513796965318,17.88826300578,14.033257507604
1927-02-28,13.66,0.7033,1.218,17.4,3.3391666666667,201.11700431034,10.354728340517,17.9326875,13.633966132216
1927-01-31,13.4,0.6967,1.229,17.5,3.34,196.16164285714,10.198941535714,17.991243214286,13.185930628678
1926-12-31,13.49,0.69,1.24,17.7,3.3683333333333,195.24774364407,9.9867266949152,17.947161016949,13.009052728993
1926-11-30,13.19,0.6825,1.241,17.7,3.3966666666667,190.90568855932,9.8781753177966,17.961634533898,12.615251212344
1926-10-31,13.02,0.675,1.242,17.6,3.425,189.51590198864,9.8251331676136,18.078245028409,12.426517521583
1926-09-30,13.32,0.6675,1.242,17.5,3.4533333333333,194.99052857143,9.7714848214286,18.181549285714,12.692614823345
1926-08-31,13.12,0.66,1.243,17.4,3.4816666666667,193.16655172414,9.7172198275862,18.300764008621,12.488808219522
1926-07-31,12.62,0.6525,1.244,17.5,3.51,184.74327857143,9.5519008928571,18.210827142857,11.869694058481
1926-06-30,12.11,0.645,1.245,17.7,3.5383333333333,175.27429025424,9.3354184322034,18.019528601695,11.19797974023
1926-05-31,11.56,0.6375,1.246,17.8,3.5666666666667,166.37389044944,9.1750307233146,17.9326875,10.575158463806
