Year,S&P Composite,Dividend,Earnings,CPI,Long Interest Rate,Real Price,Real Dividend,Real Earnings,Cyclically Adjusted PE Ratio
1985-07-31,192.5,7.77333,15.4833,107.8,10.31,457.46651785714,18.472925751971,36.795279667208,10.997563956793
1985-06-30,188.9,7.74,15.61,107.6,10.16,449.74570748141,18.427907760223,37.165328183085,10.810049845861
1985-05-31,184.9,7.71333,15.87,107.3,10.85,441.45305801491,18.415755089119,37.889994757689,10.60812046786
1985-04-30,180.6,7.68667,16.13,106.9,11.43,432.80012862488,18.420773890903,38.654850912067,10.397118719817
1985-03-31,179.4,7.66,16.39,106.4,11.86,431.94470159774,18.443123825188,39.462506461466,10.373217214925
1985-02-28,180.9,7.61667,16.4733,106.0,11.51,437.1998879717,18.40800039092,39.812741373821,10.494935172607
1985-01-31,171.6,7.57333,16.5567,105.5,11.38,416.68912322275,18.390001384479,40.203944093602,9.9970011777305
1984-12-31,164.5,7.53,16.64,105.3,11.5,400.20717592593,18.319513888889,40.482962962963,9.5950548011335
1984-11-30,166.3,7.48,16.6133,105.3,11.57,404.58634259259,18.19787037037,40.418005324074,9.6919732217831
1984-10-31,164.8,7.43,16.5867,105.3,12.16,400.93703703704,18.076226851852,40.353290972222,9.5950707030485
1984-09-30,166.1,7.38,16.56,105.0,12.52,405.25433928571,18.005882142857,40.403442857143,9.6873413136281
1984-08-31,164.4,7.35667,16.44,104.5,12.72,403.02581339713,18.034841305622,40.302581339713,9.6230632573732
1984-07-31,151.1,7.33333,16.32,104.1,13.36,371.84425432277,18.046701691282,40.162132564841,8.8683022140433
1984-06-30,153.1,7.31,16.2,103.7,13.56,378.2193768081,18.058678278689,40.020600289296,9.010185512291
1984-05-31,156.6,7.26667,15.8867,103.4,13.41,387.98823742747,18.003719573864,39.360489984284,9.231831816896
1984-04-30,157.6,7.22333,15.5733,103.1,12.63,391.60198836081,17.948416183923,38.696289627789,9.3056434045948
1984-03-31,157.4,7.18,15.26,102.6,12.32,393.01100146199,17.92769371345,38.102591374269,9.3267470665082
1984-02-29,157.3,7.15,14.85,102.4,11.84,393.52842407227,17.887655639648,37.151284790039,9.324529645728
1984-01-31,166.4,7.12,14.44,101.9,11.67,418.33719332679,17.900004906771,36.302818940137,9.8949318092025
1983-12-31,164.4,7.09,14.03,101.3,11.83,415.75713228036,17.930158563672,35.480976678184,9.8150109036087
1983-11-30,165.2,7.06,13.7867,101.2,11.69,418.19310770751,17.87193305336,34.900138729002,9.8535816493643
1983-10-31,167.7,7.03,13.5433,101.0,11.54,425.36233292079,17.831229579208,34.351876466584,10.00339179945
1983-09-30,167.2,7.0,13.3,100.7,11.65,425.35754716981,17.808031281033,33.835259433962,9.9842024580288
1983-08-31,162.4,6.98,13.0633,100.2,11.85,415.20793413174,17.845759730539,33.398927376497,9.7280569356652
1983-07-31,167.0,6.96,12.8267,99.9,11.38,428.25093843844,17.848063063063,32.892492886637,10.014475995571
1983-06-30,166.4,6.94,12.59,99.5,10.85,428.42773869347,17.868320351759,32.415295854271,10.00011790313
1983-05-31,164.1,6.93,12.5333,99.2,10.38,423.78370085685,17.896532888105,32.366899804687,9.8744565046684
1983-04-30,157.7,6.92,12.4767,98.6,10.4,409.73410877282,17.979454868154,32.416801236055,9.5315812841604
1983-03-31,151.9,6.91,12.42,97.9,10.51,397.48653600613,18.081843079673,32.50021578141,9.2328297051905
1983-02-28,146.8,6.89667,12.4933,97.9,10.72,384.14103677222,18.046961608146,32.69202462334,8.9104934366241
1983-01-31,144.3,6.88333,12.5667,97.8,10.46,377.98521855828,18.030471202071,32.91771896089,8.7567832241347
1982-12-31,139.4,6.87,12.64,97.6,10.54,365.89821977459,18.032430199795,33.177571721311,8.4677384014005
1982-11-30,138.1,6.86333,12.9467,98.0,10.55,361.00643494898,17.941392434311,33.843895809949,8.3474769381554
1982-10-31,132.7,6.85667,13.2533,98.2,10.91,346.18382764766,17.887477509547,34.574816299644,7.9998409945346
1982-09-30,122.4,6.85,13.56,97.9,12.34,320.29198161389,17.924837206333,35.483327374872,7.3988382003233
1982-08-31,109.7,6.83667,13.7633,97.7,13.06,287.64670547595,17.926577957395,36.089041946008,6.6434227521661
1982-07-31,109.4,6.82333,13.9667,97.5,13.95,287.4485,17.928299575,36.69750425,6.6386531002088
1982-06-30,109.7,6.81,14.17,97.0,14.3,289.7225064433,17.985508376289,37.423590850515,6.6921339881976
1982-05-31,116.4,6.78,14.3833,95.8,13.62,311.26824112735,18.130572807933,38.462753372912,7.1926124844646
1982-04-30,116.3,6.75,14.5967,94.9,13.87,313.95025684931,18.221532534247,39.403591695205,7.2590726254261
1982-03-31,110.8,6.72,14.81,94.5,13.86,300.36912698413,18.217333333333,40.148617063492,6.950673793536
1982-02-28,114.5,6.69,14.9933,94.6,14.43,310.07138609937,18.116834698731,40.602561687368,7.1818234505467
1982-01-31,117.3,6.66,15.1767,94.3,14.59,318.66448170732,18.09297057264,41.22996794141,7.388659973376
1981-12-31,123.8,6.63,15.36,94.0,13.72,337.39615691489,18.06895412234,41.861106382979,7.8325621371419
1981-11-30,122.9,6.59333,15.33,93.7,13.39,336.01574839915,18.026547716782,41.913111659552,7.8107525657161
1981-10-31,119.8,6.55667,15.3,93.4,15.15,328.59222430407,17.983896321601,41.965451017131,7.6491417133192
1981-09-30,118.3,6.52,15.27,93.2,15.32,325.17426904506,17.921692596567,41.973043857296,7.5811630519232
1981-08-31,129.6,6.47667,15.1833,92.3,14.94,359.70845070423,17.976180026408,42.141676848592,8.3998063165664
1981-07-31,129.1,6.43333,15.0967,91.6,14.28,361.05894514192,17.992341932997,42.221522673308,8.4453194678755
1981-06-30,132.3,6.39,15.01,90.6,13.47,374.09248758278,18.068412665563,42.44239031457,8.7653407443049
1981-05-31,131.7,6.35333,14.8667,89.8,14.1,375.71348134744,18.124766381542,42.411690304844,8.8184834665481
1981-04-30,134.4,6.31667,14.7233,89.1,13.68,386.42828282828,18.161755515572,42.332585837542,9.0855612307887
1981-03-31,133.2,6.28,14.58,88.5,13.12,385.57449152542,18.178737288136,42.204775423729,9.0810968838546
1981-02-28,128.4,6.24,14.66,87.9,13.19,374.21697952218,18.186245733788,42.726019624573,8.8298993538313
1981-01-31,133.0,6.2,14.74,87.0,12.57,391.63340517241,18.256594827586,43.403581896552,9.2594045308779
1980-12-31,133.5,6.16,14.82,86.3,12.84,396.2942859212,18.285938586327,43.993118482039,9.3899020849217
1980-11-30,135.7,6.13,14.76,85.5,12.68,406.59410087719,18.367146929825,44.224973684211,9.6540436632334
1980-10-31,130.2,6.1,14.7,84.8,11.75,393.33489091981,18.428132370283,44.408778007075,9.3578410467571
1980-09-30,126.5,6.07,14.64,84.0,11.51,385.79676339286,18.512145089286,44.648732142857,9.1960401317432
1980-08-31,123.5,6.02667,14.74,83.3,11.1,379.81253751501,18.534452028061,45.331472088836,9.0710059816184
1980-07-31,119.8,5.98333,14.84,82.7,10.25,371.10657496977,18.534666971735,45.970129987908,8.8808655272958
1980-06-30,114.6,5.94,14.94,82.7,9.78,354.99844316808,18.40044286578,46.279901753325,8.5120779623067
1980-05-31,107.7,5.89333,15.0567,81.8,10.18,337.29487316626,18.456731614456,47.154574900672,8.1042258071765
1980-04-30,103.0,5.84667,15.1733,81.0,11.47,325.76134259259,18.491447270833,47.989073587963,7.8440245047192
1980-03-31,104.7,5.8,15.29,80.1,12.75,334.85863764045,18.549953183521,48.901514513109,8.0811509007855
1980-02-29,115.3,5.75,15.1467,78.9,12.41,374.36879752852,18.66973621673,49.179981487643,9.0544760921925
1980-01-31,110.9,5.7,15.0033,77.8,10.8,365.17352988432,18.769063303342,49.403138150707,8.8509341807291
1979-12-31,107.8,5.65,14.86,76.7,10.39,360.05656779661,18.87123940678,49.633029661017,8.7452044046693
1979-11-30,103.7,5.60333,14.7833,75.9,10.65,350.01311758893,18.912622971838,49.897289500988,8.5187843029836
1979-10-31,104.5,5.55667,14.7067,75.2,10.3,355.99655086436,18.929716309009,50.100808369348,8.6818433068993
1979-09-30,108.6,5.51,14.63,74.6,9.33,372.93946045576,18.921698223861,50.240371146113,9.112758990741
1979-08-31,107.4,5.45333,14.4133,73.8,9.03,372.81661585366,18.930093442581,50.032753531504,9.127165797215
1979-07-31,102.7,5.39667,14.1967,73.1,8.95,359.91538132695,18.912799814466,49.752781831395,8.8274980455424
1979-06-30,101.7,5.34,13.98,72.3,8.91,360.35453838174,18.921270746888,49.535461618257,8.853937764694
1979-05-31,99.73,5.29333,13.7533,71.5,9.25,357.32805681818,18.965760784091,49.27744875,8.794383289815
1979-04-30,102.1,5.24667,13.5267,70.6,9.18,370.48308250708,19.038222081268,49.083384056303,9.1330635662174
1979-03-31,100.1,5.2,13.3,69.8,9.12,367.38886998567,19.085136103152,48.813905802292,9.0707850296608
1979-02-28,98.23,5.15667,12.9767,69.1,9.1,364.17777405933,19.117831641643,48.109800678365,9.0037403710456
1979-01-31,99.71,5.11333,12.6533,68.3,9.1,373.99461841142,19.17919869784,47.46029590959,9.25763691914
1978-12-31,96.11,5.07,12.33,67.7,9.01,363.68655742245,19.185213257016,46.657530465288,9.0119418191338
1978-11-30,94.71,5.05333,12.0767,67.4,8.81,359.9840680638,19.207246232381,45.90243474592,8.9284189022931
1978-10-31,100.6,5.03667,11.8233,67.1,8.64,384.08097988077,19.229514402943,45.140205262668,9.5336083582088
1978-09-30,103.9,5.02,11.57,66.5,8.42,400.25912593985,19.338795112782,44.571685150376,9.9418874730044
1978-08-31,103.9,4.98333,11.4567,66.0,8.41,403.29139204545,19.34296528125,44.469571619318,10.023970854004
1978-07-31,97.19,4.94667,11.3433,65.7,8.64,378.96888413242,19.288342525685,44.230453167808,9.4255240477874
1978-06-30,97.66,4.91,11.23,65.2,8.46,383.72179256135,19.292176955521,44.124469900307,9.5496789810417
1978-05-31,97.41,4.87333,11.1267,64.5,8.35,386.89326453488,19.355903427326,44.193052936046,9.6349107285984
1978-04-30,92.71,4.83667,11.0233,63.9,8.15,371.68331279343,19.390675531103,44.193470627934,9.2625887208668
1978-03-31,88.82,4.8,10.92,63.4,8.04,358.89619282334,19.395425867508,44.12459384858,8.9504200776339
1978-02-28,88.98,4.75667,10.91,62.9,8.03,362.40075715421,19.373126652424,44.434617448331,9.0452635707047
1978-01-31,90.25,4.71333,10.9,62.5,7.96,369.925725,19.319468337,44.67801,9.2414622609347
1977-12-31,93.82,4.67,10.89,62.1,7.69,387.03582729469,19.265160024155,44.924538043478,9.6782665825359
1977-11-30,94.28,4.61333,10.83,61.9,7.58,390.19011712439,19.092869887924,44.821372172859,9.7662999836602
1977-10-31,93.74,4.55667,10.77,61.6,7.52,389.8446489448,18.95021779931,44.79013088474,9.7666662995565
1977-09-30,96.23,4.5,10.71,61.4,7.34,401.5036105456,18.775498778502,44.685687092834,10.067742820071
1977-08-31,97.75,4.45333,10.6133,61.2,7.4,409.17838541667,18.641497484681,44.426935631127,10.268385666711
1977-07-31,100.2,4.40667,10.5167,61.0,7.33,420.80920081967,18.506659490779,44.166907407787,10.567692447775
1977-06-30,99.29,4.36,10.42,60.7,7.28,419.04837417628,18.401157331137,43.977077841845,10.530023959091
1977-05-31,98.76,4.30333,10.3067,60.3,7.46,419.57645522388,18.282461999378,43.787450901741,10.548486693557
1977-04-30,99.05,4.24667,10.1933,60.0,7.37,422.912546875,18.131953815625,43.52220559375,10.636037409141
1977-03-31,100.6,4.19,10.08,59.5,7.46,433.14006302521,18.040326680672,43.400117647059,10.895746511663
1977-02-28,101.0,4.14333,10.0233,59.1,7.39,437.80552030457,17.960126202411,43.448079917513,11.014841854223
1977-01-31,103.8,4.09667,9.96667,58.5,7.21,454.5575,17.940000708333,43.645709041667,11.437961346788
1976-12-31,104.7,4.05,9.91,58.2,6.87,460.86214561856,17.827045747423,43.621240335052,11.597589726583
1976-11-30,101.2,3.98333,9.79,58.0,7.29,446.99211206897,17.594042389009,43.241628232759,11.248855860508
1976-10-31,101.9,3.91667,9.67,57.9,7.41,450.86130181347,17.329489057642,42.785365932642,11.345696136317
1976-09-30,105.5,3.85,9.55,57.6,7.59,469.22086588542,17.123225911458,42.474495442708,11.80599094954
1976-08-31,103.3,3.82,9.45,57.4,7.77,461.03698824042,17.048996080139,42.176181402439,11.597986002509
1976-07-31,104.2,3.79,9.35,57.1,7.83,467.49713222417,17.00397438704,41.949118870403,11.75749048869
1976-06-30,101.8,3.76,9.25,56.8,7.86,459.14174735915,16.958477112676,41.719657790493,11.543841631417
1976-05-31,101.2,3.73667,9.05333,56.5,7.9,458.85915929204,16.94273967146,41.049440638274,11.532053585609
1976-04-30,101.9,3.71333,8.85667,56.1,7.56,465.32743983957,16.956961159759,40.444078278743,11.689164132206
1976-03-31,101.1,3.69,8.66,55.9,7.73,463.32601744186,16.910712209302,39.687470930233,11.631754403567
1976-02-29,100.6,3.68667,8.42667,55.8,7.79,461.86081989247,16.925729909274,38.68736297379,11.58609299445
1976-01-31,96.86,3.68333,8.19333,55.6,7.74,446.28985386691,16.971224524505,37.751394263714,11.185051362622
1975-12-31,88.7,3.68,7.96,55.5,8.0,409.42841216216,16.986432432432,36.742391891892,10.250368416257
1975-11-30,90.07,3.69,7.89333,55.3,8.05,417.25579000904,17.094191907776,36.566422171112,10.435859457948
1975-10-31,88.57,3.7,7.82667,54.9,8.14,413.29641734973,17.265403005464,36.521786956967,10.327599777501
1975-09-30,84.67,3.71,7.76,54.6,8.43,397.26861607143,17.4071875,36.409642857143,9.9189053565594
1975-08-31,85.71,3.71,7.82667,54.3,8.4,404.37007251381,17.50335980663,36.92534261395,10.089769593328
1975-07-31,92.49,3.71,7.89333,54.2,8.06,437.16243196494,17.535653828413,37.308545130304,10.902767048239
1975-06-30,92.4,3.71,7.96,53.6,7.86,441.62588619403,17.731948460821,38.044827425373,11.011354609248
1975-05-31,90.1,3.69667,8.12333,53.2,8.06,433.87087640977,17.801081605968,39.117384089521,10.818139119336
1975-04-30,84.72,3.68333,8.28667,52.9,8.23,410.27741965974,17.837430691163,40.130235896739,10.233076136606
1975-03-31,83.78,3.67,8.45,52.7,7.73,407.26499288425,17.84032613852,41.076500237192,10.163796767444
1975-02-28,80.1,3.64667,8.59667,52.5,7.39,390.85939285714,17.794447217857,41.948679360714,9.7622467161665
1975-01-31,72.56,3.62333,8.74333,52.1,7.5,356.78524952015,17.816299588532,42.9918850012,8.9209955084042
1974-12-31,67.07,3.6,8.89,51.9,7.43,331.06120303468,17.769797687861,43.881528179191,8.2890600559231
1974-11-30,71.74,3.59667,8.96333,51.5,7.68,356.8629684466,17.891250804612,44.587127836165,8.9489845127556
1974-10-31,69.44,3.59333,9.03667,51.1,7.9,348.12575342466,18.014555206703,45.303824196429,8.7449838338096
1974-09-30,68.12,3.59,9.11,50.6,8.04,344.88274209486,18.175705286561,46.122750741107,8.6804213056463
1974-08-31,76.03,3.56,8.98667,50.0,8.04,389.54920875,18.240105,46.04432707875,9.8241957231412
1974-07-31,79.31,3.53,8.86333,49.4,7.81,411.29018092105,18.306069078947,45.963946529605,10.394141805327
1974-06-30,89.79,3.5,8.74,49.0,7.54,469.43907015306,18.298660714286,45.694369897959,11.888498820079
1974-05-31,89.67,3.48,8.61333,48.6,7.58,472.67021990741,18.343842592593,45.402749918981,11.99543694733
1974-04-30,92.46,3.46,8.48667,48.0,7.51,493.4691328125,18.4663984375,45.294286019531,12.550411048541
1974-03-31,97.44,3.44,8.36,47.8,7.21,522.22387029289,18.436474895397,44.804921548117,13.31036423914
1974-02-28,93.45,3.42,8.29333,47.2,6.96,507.20630958686,18.562285487288,45.012619619968,12.957321280205
1974-01-31,96.11,3.4,8.22667,46.6,6.99,528.36008449571,18.69133583691,45.225721114539,13.530721892514
1973-12-31,94.78,3.38,8.16,46.2,6.74,525.55971590909,18.74226461039,45.247597402597,13.493329686206
1973-11-30,102.0,3.34333,8.00333,45.9,6.73,569.29166666667,18.660097136438,44.668912495915,14.651845159711
1973-10-31,109.8,3.30667,7.84667,45.6,6.79,616.85748355263,18.576904691612,44.082669494243,15.913516308933
1973-09-30,105.6,3.27,7.69,45.2,7.09,598.51194690265,18.533466537611,43.584818860619,15.475308601806
1973-08-31,103.8,3.25333,7.53667,45.1,7.4,589.61449556541,18.479870200942,42.810499810144,15.278501094706
1973-07-31,105.8,3.23667,7.38333,44.3,7.13,611.82790632054,18.717249806716,42.696855723758,15.889518573989
1973-06-30,104.8,3.22,7.23,44.2,6.9,607.41617647059,18.662977941176,41.904761029412,15.808323047682
1973-05-31,107.2,3.20333,7.08667,43.9,6.85,625.57243735763,18.69323652762,41.354714782175,16.314338759669
1973-04-30,110.3,3.18667,6.94333,43.6,6.67,648.09155676605,18.723970273796,40.797040334002,16.935740066051
1973-03-31,112.4,3.17,6.8,43.3,6.71,665.00629330254,18.755070727483,40.231697459584,17.41214205829
1973-02-28,114.2,3.16333,6.67333,42.9,6.64,681.95568181818,18.890112670455,39.850396761364,17.889889599194
1973-01-31,118.4,3.15667,6.54667,42.6,6.46,712.01549295775,18.983090761444,39.369345162852,18.712530467302
1972-12-31,117.5,3.15,6.42,42.5,6.36,708.26580882353,18.987551470588,38.698438235294,18.645719442074
1972-11-30,115.1,3.12667,6.32667,42.4,6.28,695.43542158019,18.891373323998,38.225807286262,18.338894714968
1972-10-31,109.6,3.10333,6.23333,42.3,6.48,663.76985815603,18.794679871454,37.750881112589,17.533183854159
1972-09-30,109.4,3.08,6.14,42.1,6.55,665.70614608076,18.742001187648,37.362301068884,17.613854552912
1972-08-31,111.0,3.07667,6.08333,42.0,6.21,677.05044642857,18.766313486607,37.105597227679,17.94340468803
1972-07-31,107.2,3.07333,6.02667,41.9,6.11,655.43269689737,18.790680693616,36.847729210919,17.398690031138
1972-06-30,108.0,3.07,5.97,41.7,6.11,663.49100719424,18.860346223022,36.676308453237,17.64085731574
1972-05-31,107.7,3.07,5.91667,41.6,6.13,663.2384765625,18.90568359375,36.436055683594,17.662646200373
1972-04-30,108.8,3.07,5.86333,41.5,6.19,671.62698795181,18.951239457831,36.194583338855,17.915161678498
1972-03-31,107.7,3.07,5.81,41.4,6.07,666.44252717391,18.997015398551,35.95200634058,17.805643849615
1972-02-29,105.2,3.07,5.77333,41.3,6.08,652.54884987893,19.043013014528,35.811595546307,17.464147605486
1972-01-31,103.3,3.07,5.73667,41.1,5.95,643.88134124088,19.135679744526,35.75735502281,17.262996797035
1971-12-31,99.17,3.07,5.7,41.1,5.93,618.13855383212,19.135679744526,35.52878649635,16.603557212925
1971-11-30,92.78,3.07667,5.61,40.9,5.81,581.1368306846,19.271030964242,35.138797371638,15.638712654327
1971-10-31,97.29,3.08333,5.52,40.9,5.93,609.38566778729,19.31274654187,34.575073349633,16.428862709159
1971-09-30,99.4,3.09,5.43,40.8,6.14,624.12784926471,19.401962316176,34.094710477941,16.856792547836
1971-08-31,97.24,3.09333,5.39333,40.8,6.58,610.5653125,19.422871227022,33.864461300551,16.519449443052
1971-07-31,99.0,3.09667,5.35667,40.7,6.73,623.14358108108,19.491616497236,33.716914408784,16.889414708693
1971-06-30,99.72,3.1,5.32,40.6,6.52,629.22153325123,19.560637315271,33.568577586207,17.083166880071
1971-05-31,101.6,3.10333,5.28667,40.3,6.39,645.8564516129,19.727418326613,33.606593770161,17.564153279699
1971-04-30,103.0,3.10667,5.25333,40.1,5.83,658.02166458853,19.847147230362,33.561213118766,17.92411044796
1971-03-31,99.6,3.11,5.22,40.0,5.7,637.8913125,19.9180921875,33.431653125,17.402902607189
1971-02-28,97.11,3.12,5.19,39.9,6.11,623.50278665413,20.032218045113,33.32282424812,17.034534781502
1971-01-31,93.49,3.13,5.16,39.8,6.24,601.76846890703,20.146917399497,33.213448492462,16.461793943492
1970-12-31,90.05,3.14,5.13,39.8,6.39,579.62616991206,20.211284547739,33.020347047739,15.873840687206
1970-11-30,84.28,3.15667,5.20667,39.6,6.84,545.22615530303,20.421203697917,33.683111841856,14.950761908792
1970-10-31,84.37,3.17333,5.28333,39.4,7.33,548.57898635787,20.633188986358,34.352540191942,15.06418540409
1970-09-30,82.58,3.19,5.36,39.2,7.39,539.67978635204,20.847402742347,35.028864795918,14.842661145242
1970-08-31,77.92,3.18667,5.41333,39.0,7.53,511.837,20.9324385625,35.5588114375,14.100456516815
1970-07-31,75.72,3.18333,5.46667,39.0,7.46,497.38575,20.9104989375,35.9091885625,13.72649974436
1970-06-30,75.59,3.18,5.52,38.8,7.84,499.09125483247,20.996298324742,36.446404639175,13.799691797725
1970-05-31,76.06,3.17667,5.55667,38.6,7.91,504.79652525907,21.082986824806,36.87861830149,13.983836060789
1970-04-30,85.95,3.17333,5.59333,38.5,7.39,571.91632305195,21.115523274351,37.218344702922,15.873067819354
1970-03-31,88.65,3.17,5.63,38.2,7.07,594.51486420157,21.259019960733,37.756555955497,16.531690813944
1970-02-28,87.16,3.16667,5.68,38.0,7.24,587.59888815789,21.348459972039,38.292355263158,16.37258678716
1970-01-31,90.31,3.16333,5.73,37.8,7.79,612.05631448413,21.438778665675,38.833824404762,17.09054139514
1969-12-31,91.11,3.16,5.78,37.7,7.65,619.11601293103,21.473017241379,39.276594827586,17.326929913743
1969-11-30,96.21,3.15667,5.81667,37.5,7.14,657.258615,21.564791105,39.736581105,18.437760084691
1969-10-31,95.52,3.15333,5.85333,37.3,7.1,656.04378016086,21.65748045744,40.201431529826,18.448662031815
1969-09-30,94.51,3.15,5.89,37.1,7.16,652.60619777628,21.751238207547,40.67136287062,18.398046344677
1969-08-31,94.18,3.14333,5.87333,37.0,6.69,652.08513851351,21.763843474662,40.665865434122,18.429515590208
1969-07-31,94.71,3.13667,5.85667,36.8,6.72,659.31864639946,21.835761995584,40.770897865149,18.681708207193
1969-06-30,99.14,3.13,5.84,36.6,6.57,693.92921106557,21.908396516393,40.877008196721,19.713341583758
1969-05-31,104.6,3.12,5.83333,36.4,6.32,736.16919642857,21.958392857143,41.054664040179,20.972258271972
1969-04-30,101.3,3.11,5.82667,36.3,6.17,714.90800619835,21.948310950413,41.12076043905,20.428608081932
1969-03-31,99.3,3.1,5.82,36.1,6.3,704.67584833795,21.998943905817,41.301243074792,20.202287616482
1969-02-28,101.5,3.09,5.8,35.8,6.19,726.32393505587,22.111733589385,41.504224860335,20.895729901987
1969-01-31,102.0,3.08,5.78,35.6,6.04,734.00245786517,22.163995786517,41.59347261236,21.194968072847
1968-12-31,106.5,3.07,5.76,35.5,6.03,768.54375,22.15426584507,41.566309859155,22.277872995435
1968-11-30,105.4,3.05667,5.72667,35.4,5.7,762.75434322034,22.120382526483,41.442527653602,22.195529227158
1968-10-31,103.8,3.04333,5.69333,35.3,5.58,753.30350566572,22.086234661827,41.317971559844,22.004606927957
1968-09-30,101.3,3.03,5.66,35.1,5.46,739.34930555556,22.114791666667,41.310138888889,21.680275633293
1968-08-31,98.11,3.01667,5.63,35.0,5.42,718.11264107143,22.080408326786,41.208583928571,21.137766793618
1968-07-31,100.3,3.00333,5.6,34.9,5.5,736.2458273639,22.045754543338,41.106446991404,21.753537415671
1968-06-30,100.5,2.99,5.57,34.7,5.72,741.96586815562,22.074407420749,41.121889409222,22.004623431347
1968-05-31,97.87,2.97667,5.52667,34.5,5.87,726.73794021739,22.103392505435,41.038528375,21.63022714278
1968-04-30,95.67,2.96333,5.48333,34.4,5.64,712.4668659157,22.068301847747,40.835067836119,21.277356015672
1968-03-31,89.09,2.95,5.44,34.3,5.74,665.39905430029,22.033081268222,40.630495626822,19.934711308296
1968-02-29,90.75,2.94,5.40333,34.2,5.56,679.77919407895,22.022598684211,40.474615016447,20.424992376214
1968-01-31,95.04,2.93,5.36667,34.1,5.53,714.00193548387,22.012054618768,40.31789527676,21.511535896332
1967-12-31,95.3,2.92,5.33,33.9,5.7,720.17914823009,22.066349557522,40.278644911504,21.751597808724
1967-11-30,92.66,2.92,5.32,33.8,5.75,702.30043269231,22.131634615385,40.322019230769,21.263102968336
1967-10-31,95.66,2.92,5.31,33.7,5.48,727.18986275964,22.197307121662,40.365650964392,22.068199194184
1967-09-30,95.81,2.92,5.3,33.6,5.3,730.49778459821,22.263370535714,40.409542410714,22.219145488665
1967-08-31,94.49,2.91333,5.31,33.5,5.28,722.58406902985,22.278821524254,40.606639925373,22.030627049126
1967-07-31,93.01,2.90667,5.32,33.4,5.16,713.39575037425,22.294441734656,40.804917664671,21.804196245666
1967-06-30,91.43,2.9,5.33,33.3,5.02,703.38293355856,22.310078828829,41.004386261261,21.552097609793
1967-05-31,92.59,2.9,5.37,33.2,4.85,714.45246799699,22.377277861446,41.436545557229,21.948477389658
1967-04-30,90.96,2.9,5.41,33.1,4.59,703.99536253776,22.444882930514,41.871316087613,21.686025566746
1967-03-31,89.42,2.9,5.45,33.0,4.54,694.17355681818,22.512897727273,42.308721590909,21.443898602019
1967-02-28,87.36,2.89,5.48333,32.9,4.63,680.2429787234,22.503459346505,42.696849044453,21.074443163678
1967-01-31,84.45,2.88,5.51667,32.9,4.58,657.58378609422,22.425592705167,42.956456426672,20.432242125384
1966-12-31,81.33,2.87,5.55,32.9,4.84,633.28939399696,22.34772606383,43.215985942249,19.736473752792
1966-11-30,80.99,2.87667,5.53667,32.9,5.16,630.64192819149,22.399663113602,43.112189709346,19.711251211929
1966-10-31,77.13,2.88333,5.52333,32.9,5.01,600.58540463526,22.451522296733,43.008315609802,18.825409371316
1966-09-30,77.81,2.89,5.51,32.7,5.18,609.58602637615,22.641095183486,43.16693233945,19.161676250615
1966-08-31,80.65,2.87,5.49333,32.7,5.22,631.83540711009,22.48440940367,43.036334741972,19.91390386401
1966-07-31,85.84,2.85,5.47667,32.5,5.02,676.6338,22.465125,43.169851275,21.381702007433
1966-06-30,86.06,2.83,5.46,32.4,4.81,680.46167824074,22.376325231481,43.171284722222,21.555253383226
1966-05-31,86.78,2.81333,5.42,32.3,4.78,688.2789125387,22.313386875,42.987689628483,21.852177976763
1966-04-30,91.6,2.79667,5.38,32.3,4.75,726.50781733746,22.181251282895,42.670437306502,23.113696462616
1966-03-31,88.88,2.78,5.34,32.1,4.87,709.32677570093,22.186413551402,42.617067757009,22.61111258229
1966-02-28,92.69,2.76,5.29,32.0,4.83,742.04500195312,22.0956328125,42.349962890625,23.700027145579
1966-01-31,93.32,2.74,5.24,31.8,4.61,751.78724056604,22.073478773585,42.213514150943,24.058483388422
1965-12-31,91.73,2.72,5.19,31.8,4.62,738.97817806604,21.912358490566,41.810713443396,23.694111549106
1965-11-30,92.15,2.7,5.12,31.7,4.45,744.70353903785,21.819854100946,41.37690851735,23.925461156674
1965-10-31,91.39,2.68,5.05,31.7,4.35,738.56165417981,21.65822555205,40.811208596214,23.775745523313
1965-09-30,89.38,2.66,4.98,31.6,4.29,724.60380142405,21.564624208861,40.372867879747,23.374146831649
1965-08-31,86.49,2.64333,4.93333,31.6,4.25,701.17456685127,21.429480492484,39.994514115902,22.665971845964
1965-07-31,84.91,2.62667,4.88667,31.6,4.2,688.36550435127,21.294417846123,39.616241422073,22.300781712174
1965-06-30,85.04,2.61,4.84,31.6,4.21,689.41941455696,21.159274129747,39.237887658228,22.385342986458
1965-05-31,89.28,2.59,4.78667,31.4,4.21,728.40324840764,21.130873805732,39.052710316481,23.708808308862
1965-04-30,87.97,2.57,4.73333,31.4,4.2,717.71543192675,20.967701035032,38.617528537022,23.420551954771
1965-03-31,86.83,2.55,4.68,31.3,4.21,710.677889377,20.870996405751,38.304416932907,23.253528200035
1965-02-28,86.75,2.53333,4.63667,31.2,4.21,712.298828125,20.801014296875,38.071407578125,23.372068272751
1965-01-31,86.12,2.51667,4.59333,31.2,4.19,707.1259375,20.664220078125,37.715545546875,23.269335081922
1964-12-31,83.96,2.5,4.55,31.2,4.18,689.3903125,20.52734375,37.359765625,22.752984772787
